0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
d,̤,æ,ː,r,j,ə,,,,,,,,,,,,,,,,,,,,
d,̤,a,ː,r,d,a,ː,r,,,,,,,,,,,,,,,,,,
t,ə,r,k,ə,ɕ,u,d,d,̤,ə,,,,,,,,,,,,,,,,
ʈ,i,k,a,ː,v,,,,,,,,,,,,,,,,,,,,,
a,p,v,a,ː,d,a,ː,t,m,ə,k,,,,,,,,,,,,,,,
a,d,̤,j,a,ː,t,m,i,k,,,,,,,,,,,,,,,,,
g,a,i,n,,,,,,,,,,,,,,,,,,,,,,,
c,o,n,v,e,n,i,e,n,c,e,,,,,,,,,,,,,,,,
a,d,v,a,n,t,a,g,e,,,,,,,,,,,,,,,,,,
t,i,ː,k,ɕ,ɳ,ə,,,,,,,,,,,,,,,,,,,,
t,͡,ɕ,ə,k,i,t,,,,,,,,,,,,,,,,,,,,
ɡ,u,ɭ,ə,ɡ,u,ɭ,i,ː,t,,,,,,,,,,,,,,,,,
k,i,ː,r,t,i,,,,,,,,,,,,,,,,,,,,,
æ,ː,ɕ,v,ə,r,j,ə,,,,,,,,,,,,,,,,,,,
u,b,d,a,ː,r,,,,,,,,,,,,,,,,,,,,,
u,t,s,a,ː,ɦ,a,ː,n,e,,,,,,,,,,,,,,,,,
s,u,c,c,e,e,d,e,d,,,,,,,,,,,,,,,,,,
c,o,m,p,r,e,h,e,n,s,i,v,e,,,,,,,,,,,,,,
s,ə,m,r,p,i,t,,,,,,,,,,,,,,,,,,,,
ɕ,i,s,t,ə,b,d,d,̤,ə,,,,,,,,,,,,,,,,,
ɕ,a,ː,n,t,p,ə,ɳ,e,,,,,,,,,,,,,,,,,,
p,u,n,r,r,ə,t,͡,ɕ,ə,n,a,ː,,,,,,,,,,,,,,
n,ə,r,ə,m,,,,,,,,,,,,,,,,,,,,,,
k,ɔ,ː,ɕ,ə,l,j,a,ː,n,e,,,,,,,,,,,,,,,,
k,r,̩,t,ə,ɡ,ɲ,ə,t,a,ː,,,,,,,,,,,,,,,,
u,t,k,ə,ʈ,,,,,,,,,,,,,,,,,,,,,,
s,i,l,e,n,t,,,,,,,,,,,,,,,,,,,,,
r,o,m,a,n,t,i,c,,,,,,,,,,,,,,,,,,,
p,r,e,t,t,y,,,,,,,,,,,,,,,,,,,,,
p,r,e,f,e,r,,,,,,,,,,,,,,,,,,,,,
i,n,t,e,r,e,s,t,i,n,g,,,,,,,,,,,,,,,,
i,n,t,e,l,l,i,g,e,n,c,e,,,,,,,,,,,,,,,
i,m,p,r,o,v,e,d,,,,,,,,,,,,,,,,,,,
f,i,n,e,,,,,,,,,,,,,,,,,,,,,,,
e,t,h,i,c,a,l,,,,,,,,,,,,,,,,,,,,
e,f,f,e,c,t,i,v,e,l,y,,,,,,,,,,,,,,,,
c,o,n,s,i,s,t,e,n,t,,,,,,,,,,,,,,,,,
c,e,l,e,b,r,a,t,i,o,n,,,,,,,,,,,,,,,,
m,a,ː,p,ʰ,ə,k,,,,,,,,,,,,,,,,,,,,
t,ə,t,p,ə,r,,,,,,,,,,,,,,,,,,,,,
u,t,s,u,k,t,a,ː,,,,,,,,,,,,,,,,,,,
u,d,͡,ʑ,d,͡,ʑ,v,ə,l,,,,,,,,,,,,,,,,,
i,ʂ,ʈ,ə,,,,,,,,,,,,,,,,,,,,,,,
a,ʂ,ʈ,ə,p,æ,ː,l,u,ː,,,,,,,,,,,,,,,,,
v,a,l,u,a,b,l,e,,,,,,,,,,,,,,,,,,,
h,e,l,p,e,d,,,,,,,,,,,,,,,,,,,,,
s,v,ə,r,ɡ,i,ː,j,,,,,,,,,,,,,,,,,,,
s,u,d,æ,ː,v,a,ː,n,e,,,,,,,,,,,,,,,,,
v,ə,k,t,r,̩,t,v,ə,,,,,,,,,,,,,,,,,,
m,ə,r,d,͡,ʑ,i,ː,,,,,,,,,,,,,,,,,,,
t,ə,r,b,e,d,͡,ʑ,ə,,,,,,,,,,,,,,,,,,
ɡ,o,r,a,ː,,,,,,,,,,,,,,,,,,,,,,
a,ː,v,ɖ,i,ː,,,,,,,,,,,,,,,,,,,,,
a,ː,v,ɖ,ə,t,a,ː,,,,,,,,,,,,,,,,,,,
a,m,r,j,a,ː,d,,,,,,,,,,,,,,,,,,,,
w,i,n,n,e,r,s,,,,,,,,,,,,,,,,,,,,
s,u,i,t,a,b,l,e,,,,,,,,,,,,,,,,,,,
r,e,s,t,o,r,e,d,,,,,,,,,,,,,,,,,,,
q,u,a,l,i,f,i,e,d,,,,,,,,,,,,,,,,,,
n,i,c,e,,,,,,,,,,,,,,,,,,,,,,,
d,e,d,i,c,a,t,e,d,,,,,,,,,,,,,,,,,,
c,a,p,a,b,l,e,,,,,,,,,,,,,,,,,,,,
s,ə,b,̤,j,ə,,,,,,,,,,,,,,,,,,,,,
s,ə,n,m,a,ː,n,n,i,ː,j,,,,,,,,,,,,,,,,
m,ɔ,ː,d,͡,ʑ,ə,,,,,,,,,,,,,,,,,,,,
m,o,ɦ,i,n,i,ː,,,,,,,,,,,,,,,,,,,,
m,a,ː,s,ʈ,ə,r,s,ə,,,,,,,,,,,,,,,,,,
d,u,ː,r,ɡ,a,ː,m,i,ː,,,,,,,,,,,,,,,,,
t,͡,ɕ,a,ː,ɦ,t,a,ː,,,,,,,,,,,,,,,,,,
k,ə,l,p,ə,k,,,,,,,,,,,,,,,,,,,,,
k,ə,r,m,ə,ɳ,u,ː,k,,,,,,,,,,,,,,,,,,
a,ː,ɕ,t,͡,ɕ,ə,r,j,ə,k,a,ː,r,ə,k,,,,,,,,,,,
a,ː,d,r,ə,ɳ,i,ː,j,,,,,,,,,,,,,,,,,,
q,u,a,l,i,f,y,,,,,,,,,,,,,,,,,,,,
f,a,i,t,h,,,,,,,,,,,,,,,,,,,,,,
s,u,l,b,̤,ə,t,a,ː,,,,,,,,,,,,,,,,,,
s,a,ː,t,t,j,ə,,,,,,,,,,,,,,,,,,,,
s,ə,b,ə,ɭ,ə,,,,,,,,,,,,,,,,,,,,,
l,i,ː,n,,,,,,,,,,,,,,,,,,,,,,,
r,ə,m,ɳ,i,ː,j,,,,,,,,,,,,,,,,,,,,
b,̤,ə,l,a,ː,,,,,,,,,,,,,,,,,,,,,
p,r,e,r,ɳ,a,ː,d,a,ː,j,i,ː,,,,,,,,,,,,,,
p,r,e,m,ə,ɭ,ə,,,,,,,,,,,,,,,,,,,,
n,i,r,v,i,v,a,ː,d,,,,,,,,,,,,,,,,,,
t,ə,ɖ,ə,k,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʑ,ə,j,ɡ,̤,o,ʂ,,,,,,,,,,,,,,,,,,
t,͡,ɕ,ə,ɖ,̤,v,ə,ɳ,e,,,,,,,,,,,,,,,,,
ɡ,u,ɳ,k,a,ː,r,i,ː,,,,,,,,,,,,,,,,,,
k,ʰ,u,ː,ʂ,,,,,,,,,,,,,,,,,,,,,,
k,ʰ,ə,ɭ,ə,b,ə,ɭ,ə,,,,,,,,,,,,,,,,,,
k,ʰ,ə,m,b,i,ː,r,,,,,,,,,,,,,,,,,,,
k,ə,l,p,i,t,,,,,,,,,,,,,,,,,,,,,
u,ɡ,̤,ɖ,ə,p,ə,ɳ,e,,,,,,,,,,,,,,,,,,
a,ː,n,ə,n,d,d,a,ː,j,i,ː,,,,,,,,,,,,,,,
n,o,t,a,b,l,y,,,,,,,,,,,,,,,,,,,,
i,n,t,e,r,e,s,t,s,,,,,,,,,,,,,,,,,,
i,d,e,a,l,,,,,,,,,,,,,,,,,,,,,,
e,n,c,o,u,r,a,g,e,,,,,,,,,,,,,,,,,,
d,i,s,t,i,n,c,t,i,o,n,,,,,,,,,,,,,,,,
s,v,a,ː,d,,,,,,,,,,,,,,,,,,,,,,
s,o,i,ː,,,,,,,,,,,,,,,,,,,,,,,
s,i,d,̤,d,ə,,,,,,,,,,,,,,,,,,,,,
ɕ,i,s,e,,,,,,,,,,,,,,,,,,,,,,,
v,a,ː,ɦ,v,a,ː,,,,,,,,,,,,,,,,,,,,
t,o,l,,,,,,,,,,,,,,,,,,,,,,,,
t,ə,n,t,o,t,ə,n,t,ə,,,,,,,,,,,,,,,,,
t,͡,ɕ,ə,p,ə,ɭ,ə,,,,,,,,,,,,,,,,,,,
a,n,u,m,o,d,ə,n,,,,,,,,,,,,,,,,,,,
t,r,a,n,s,p,a,r,e,n,t,,,,,,,,,,,,,,,,
l,e,a,d,s,,,,,,,,,,,,,,,,,,,,,,
h,e,l,p,f,u,l,,,,,,,,,,,,,,,,,,,,
h,a,p,p,y,,,,,,,,,,,,,,,,,,,,,,
e,a,s,e,,,,,,,,,,,,,,,,,,,,,,,
a,u,t,o,n,o,m,o,u,s,,,,,,,,,,,,,,,,,
a,p,p,e,a,l,,,,,,,,,,,,,,,,,,,,,
a,c,c,e,s,s,i,b,l,e,,,,,,,,,,,,,,,,,
s,a,ː,n,t,v,ə,n,,,,,,,,,,,,,,,,,,,
v,a,ː,t,͡,ɕ,ə,n,i,ː,j,,,,,,,,,,,,,,,,
m,ə,n,o,r,ə,n,d,͡,ʑ,ə,k,,,,,,,,,,,,,,,
b,̤,ə,ɖ,ə,k,,,,,,,,,,,,,,,,,,,,,
p,r,a,ː,v,i,ː,ɳ,j,ə,,,,,,,,,,,,,,,,,
p,r,ə,j,t,n,ə,ɕ,i,ː,l,,,,,,,,,,,,,,,,
p,r,ə,k,a,ː,ɕ,ə,m,a,ː,n,,,,,,,,,,,,,,,
n,ə,j,n,ə,r,ə,m,j,ə,,,,,,,,,,,,,,,,,
ʈ,i,k,a,ː,u,ː,,,,,,,,,,,,,,,,,,,,
k,ə,v,i,t,e,t,͡,ɕ,a,ː,,,,,,,,,,,,,,,,
u,d,a,ː,t,t,ə,,,,,,,,,,,,,,,,,,,,
a,ː,v,ɖ,ə,l,e,,,,,,,,,,,,,,,,,,,,
r,e,g,a,r,d,,,,,,,,,,,,,,,,,,,,,
r,a,p,i,d,,,,,,,,,,,,,,,,,,,,,,
p,r,o,g,r,e,s,s,,,,,,,,,,,,,,,,,,,
p,r,a,i,s,e,,,,,,,,,,,,,,,,,,,,,
p,o,w,e,r,f,u,l,,,,,,,,,,,,,,,,,,,
i,m,p,a,r,t,i,a,l,,,,,,,,,,,,,,,,,,
e,f,f,i,c,i,e,n,t,,,,,,,,,,,,,,,,,,
c,e,l,e,b,r,a,t,e,,,,,,,,,,,,,,,,,,
a,d,v,a,n,t,a,g,e,s,,,,,,,,,,,,,,,,,
ɦ,ə,s,ə,t,,,,,,,,,,,,,,,,,,,,,,
s,ə,m,a,ː,d,̤,a,ː,n,k,a,ː,r,ə,k,,,,,,,,,,,
m,a,ː,n,ɳ,e,,,,,,,,,,,,,,,,,,,,,
b,ə,ɦ,u,m,o,l,,,,,,,,,,,,,,,,,,,,
p,u,n,r,u,d,͡,ʑ,d,͡,ʑ,i,ː,v,ə,n,,,,,,,,,,,
n,i,r,b,̤,ə,j,,,,,,,,,,,,,,,,,,,,
d,e,ɕ,ə,b,̤,k,t,ə,,,,,,,,,,,,,,,,,,
d,͡,ʑ,i,v,l,ə,ɡ,,,,,,,,,,,,,,,,,,,
d,͡,ʑ,i,ŋ,k,ɳ,e,,,,,,,,,,,,,,,,,,,
k,r,̩,t,j,e,,,,,,,,,,,,,,,,,,,,,
a,v,a,ː,ɖ,̤,v,j,ə,,,,,,,,,,,,,,,,,,
a,t,͡,ɕ,u,ː,k,p,ə,ɳ,e,,,,,,,,,,,,,,,,
w,a,r,m,,,,,,,,,,,,,,,,,,,,,,,
v,e,r,i,f,i,a,b,l,e,,,,,,,,,,,,,,,,,
s,w,e,e,t,,,,,,,,,,,,,,,,,,,,,,
s,u,r,v,i,v,a,l,,,,,,,,,,,,,,,,,,,
s,o,f,t,,,,,,,,,,,,,,,,,,,,,,,
s,a,f,e,,,,,,,,,,,,,,,,,,,,,,,
r,e,a,s,o,n,a,b,l,e,,,,,,,,,,,,,,,,,
p,u,r,e,,,,,,,,,,,,,,,,,,,,,,,
p,e,a,c,e,,,,,,,,,,,,,,,,,,,,,,
c,l,a,s,s,i,c,,,,,,,,,,,,,,,,,,,,
a,p,p,r,o,v,a,l,,,,,,,,,,,,,,,,,,,
ɦ,u,ɕ,a,ː,r,i,ː,,,,,,,,,,,,,,,,,,,
s,v,a,ː,v,l,ə,m,b,i,ː,,,,,,,,,,,,,,,,
s,v,a,ː,t,ə,n,t,r,ə,,,,,,,,,,,,,,,,,
s,p,ə,r,d,̤,a,ː,t,m,ə,k,,,,,,,,,,,,,,,
s,ə,l,o,k,ʰ,a,ː,,,,,,,,,,,,,,,,,,,
s,ə,k,ʰ,j,ə,,,,,,,,,,,,,,,,,,,,,
v,i,ɕ,v,ə,s,n,i,ː,j,,,,,,,,,,,,,,,,,
v,i,n,m,r,ə,,,,,,,,,,,,,,,,,,,,,
d,̤,ə,n,i,ː,,,,,,,,,,,,,,,,,,,,,
d,a,ː,t,a,ː,,,,,,,,,,,,,,,,,,,,,
d,ə,r,a,ː,r,a,ː,,,,,,,,,,,,,,,,,,,
u,t,k,r,̩,ʂ,ʈ,ʰ,ə,,,,,,,,,,,,,,,,,,
a,ː,n,ə,n,d,i,t,,,,,,,,,,,,,,,,,,,
s,t,a,b,l,e,,,,,,,,,,,,,,,,,,,,,
s,p,i,r,i,t,u,a,l,,,,,,,,,,,,,,,,,,
s,k,i,l,l,,,,,,,,,,,,,,,,,,,,,,
g,u,i,d,a,n,c,e,,,,,,,,,,,,,,,,,,,
g,u,a,r,a,n,t,e,e,,,,,,,,,,,,,,,,,,
e,n,h,a,n,c,e,,,,,,,,,,,,,,,,,,,,
d,y,n,a,m,i,c,,,,,,,,,,,,,,,,,,,,
d,i,s,t,i,n,g,u,i,s,h,e,d,,,,,,,,,,,,,,
a,d,v,o,c,a,t,e,s,,,,,,,,,,,,,,,,,,
a,c,c,u,r,a,t,e,l,y,,,,,,,,,,,,,,,,,
a,c,c,u,r,a,t,e,,,,,,,,,,,,,,,,,,,
s,p,ʰ,u,ː,r,t,i,ː,,,,,,,,,,,,,,,,,,
v,j,a,ː,s,ə,ŋ,ɡ,ə,,,,,,,,,,,,,,,,,,
v,i,v,e,k,i,ː,,,,,,,,,,,,,,,,,,,,
l,ə,v,ə,t,͡,ɕ,i,k,t,a,ː,,,,,,,,,,,,,,,
m,u,ː,k,,,,,,,,,,,,,,,,,,,,,,,
p,r,i,ː,t,i,,,,,,,,,,,,,,,,,,,,,
p,r,ə,t,i,b,̤,a,ː,v,a,ː,n,,,,,,,,,,,,,,
p,r,ə,k,ʈ,i,ː,k,ə,r,ə,ɳ,,,,,,,,,,,,,,,
d,ə,r,ɕ,ə,v,ɳ,a,ː,r,i,ː,,,,,,,,,,,,,,,
t,a,ː,d,͡,ʑ,a,ː,,,,,,,,,,,,,,,,,,,
t,͡,ɕ,i,k,a,ː,ʈ,i,ː,,,,,,,,,,,,,,,,,
k,ʰ,u,ː,ɕ,ə,,,,,,,,,,,,,,,,,,,,,
k,i,r,t,i,ː,,,,,,,,,,,,,,,,,,,,,
o,l,a,ː,n,ɖ,l,i,ː,,,,,,,,,,,,,,,,,,
u,d,d,̤,a,ː,r,a,ː,s,a,ː,ʈ,ʰ,i,ː,,,,,,,,,,,
a,ː,v,ɖ,ə,t,j,a,ː,,,,,,,,,,,,,,,,,,
a,v,i,t,͡,ɕ,ə,l,,,,,,,,,,,,,,,,,,,
w,i,s,e,,,,,,,,,,,,,,,,,,,,,,,
s,e,c,u,r,e,,,,,,,,,,,,,,,,,,,,,
r,e,f,o,r,m,,,,,,,,,,,,,,,,,,,,,
p,e,r,f,e,c,t,,,,,,,,,,,,,,,,,,,,
i,n,t,i,m,a,t,e,,,,,,,,,,,,,,,,,,,
i,n,t,e,g,r,a,l,,,,,,,,,,,,,,,,,,,
f,r,e,s,h,,,,,,,,,,,,,,,,,,,,,,
f,a,m,e,,,,,,,,,,,,,,,,,,,,,,,
e,x,c,e,l,l,e,n,t,,,,,,,,,,,,,,,,,,
c,a,p,a,b,i,l,i,t,y,,,,,,,,,,,,,,,,,
s,u,k,ʰ,a,ː,n,e,,,,,,,,,,,,,,,,,,,
s,ə,m,e,ʈ,,,,,,,,,,,,,,,,,,,,,,
v,a,ː,d,͡,ʑ,ə,v,i,ː,,,,,,,,,,,,,,,,,
m,a,ː,n,n,i,ː,j,,,,,,,,,,,,,,,,,,,
m,a,ː,t,b,b,ə,r,,,,,,,,,,,,,,,,,,,
p,ʰ,a,ː,j,d,e,ɕ,i,ː,r,,,,,,,,,,,,,,,,
p,ə,t,,,,,,,,,,,,,,,,,,,,,,,,
n,æ,ː,p,u,ɳ,j,ə,,,,,,,,,,,,,,,,,,,
d,i,l,a,ː,s,a,ː,,,,,,,,,,,,,,,,,,,
k,ə,ɭ,ə,k,ə,ɭ,ə,,,,,,,,,,,,,,,,,,,
ɔ,ː,d,a,ː,r,j,ə,,,,,,,,,,,,,,,,,,,
e,k,o,p,a,ː,,,,,,,,,,,,,,,,,,,,,
u,t,s,a,ː,ɦ,v,ə,r,d,̤,ə,k,,,,,,,,,,,,,,
a,ː,b,̤,a,ː,r,i,ː,,,,,,,,,,,,,,,,,,
a,ː,n,ə,n,d,a,ː,t,͡,ɕ,a,ː,,,,,,,,,,,,,,
a,ː,k,r,ʂ,ə,ɳ,e,,,,,,,,,,,,,,,,,,,
a,v,i,s,m,ə,r,ɳ,i,ː,j,,,,,,,,,,,,,,,,
w,o,r,t,h,,,,,,,,,,,,,,,,,,,,,,
t,r,u,s,t,,,,,,,,,,,,,,,,,,,,,,
s,i,m,p,l,e,s,t,,,,,,,,,,,,,,,,,,,
r,e,v,i,v,a,l,,,,,,,,,,,,,,,,,,,,
l,o,g,i,c,a,l,,,,,,,,,,,,,,,,,,,,
h,o,l,y,,,,,,,,,,,,,,,,,,,,,,,
e,d,u,c,a,t,e,d,,,,,,,,,,,,,,,,,,,
c,o,m,p,e,t,i,t,i,v,e,,,,,,,,,,,,,,,,
c,o,m,f,o,r,t,a,b,l,e,,,,,,,,,,,,,,,,
b,e,n,e,f,i,t,s,,,,,,,,,,,,,,,,,,,
a,f,f,e,c,t,i,o,n,,,,,,,,,,,,,,,,,,
a,c,c,l,a,i,m,e,d,,,,,,,,,,,,,,,,,,
ɦ,e,v,a,ː,,,,,,,,,,,,,,,,,,,,,,
ɦ,ə,s,u,ː,,,,,,,,,,,,,,,,,,,,,,
s,u,d,̤,a,ː,r,t,e,,,,,,,,,,,,,,,,,,
s,u,d,̤,a,ː,r,ɳ,a,ː,n,t,͡,ɕ,j,a,ː,,,,,,,,,,
s,ə,m,a,ː,d,̤,a,ː,n,i,ː,,,,,,,,,,,,,,,
ɕ,e,r,a,ː,,,,,,,,,,,,,,,,,,,,,,
ɕ,ə,k,t,i,ː,ɕ,a,ː,l,i,ː,,,,,,,,,,,,,,,
m,ə,n,t,r,ə,m,u,ɡ,d,̤,ə,,,,,,,,,,,,,,,
b,̤,ə,l,i,ː,,,,,,,,,,,,,,,,,,,,,
p,r,e,j,s,i,ː,,,,,,,,,,,,,,,,,,,,
p,ə,ɦ,a,ː,ʈ,,,,,,,,,,,,,,,,,,,,,
n,u,ː,t,n,i,ː,k,ə,r,ə,ɳ,,,,,,,,,,,,,,,
d,̤,æ,ː,r,j,a,ː,n,e,,,,,,,,,,,,,,,,,
d,e,v,d,u,ː,t,,,,,,,,,,,,,,,,,,,,
t,͡,ɕ,i,v,ə,ʈ,,,,,,,,,,,,,,,,,,,,
t,͡,ɕ,a,ː,t,u,r,j,ə,,,,,,,,,,,,,,,,,
k,ə,ɭ,i,ː,,,,,,,,,,,,,,,,,,,,,,
u,n,n,ə,t,,,,,,,,,,,,,,,,,,,,,,
a,ː,ʈ,o,p,ə,ɕ,i,ː,r,,,,,,,,,,,,,,,,,
a,ː,k,a,ː,ŋ,k,ɕ,a,ː,,,,,,,,,,,,,,,,,
a,ɡ,r,ə,b,̤,a,ː,ɡ,i,ː,,,,,,,,,,,,,,,,
w,i,l,l,i,n,g,,,,,,,,,,,,,,,,,,,,
t,h,r,i,v,i,n,g,,,,,,,,,,,,,,,,,,,
q,u,i,e,t,,,,,,,,,,,,,,,,,,,,,,
p,r,o,m,i,n,e,n,c,e,,,,,,,,,,,,,,,,,
p,e,a,c,e,f,u,l,,,,,,,,,,,,,,,,,,,
m,a,s,t,e,r,,,,,,,,,,,,,,,,,,,,,
m,a,g,i,c,,,,,,,,,,,,,,,,,,,,,,
i,n,f,l,u,e,n,t,i,a,l,,,,,,,,,,,,,,,,
h,e,a,l,t,h,y,,,,,,,,,,,,,,,,,,,,
f,r,e,e,d,o,m,s,,,,,,,,,,,,,,,,,,,
f,a,s,t,e,r,,,,,,,,,,,,,,,,,,,,,
f,a,n,s,,,,,,,,,,,,,,,,,,,,,,,
e,m,i,n,e,n,t,,,,,,,,,,,,,,,,,,,,
d,e,f,e,a,t,,,,,,,,,,,,,,,,,,,,,
c,o,n,v,e,n,i,e,n,t,,,,,,,,,,,,,,,,,
c,o,m,p,a,t,i,b,l,e,,,,,,,,,,,,,,,,,
c,o,m,m,i,t,m,e,n,t,,,,,,,,,,,,,,,,,
a,s,s,u,r,a,n,c,e,,,,,,,,,,,,,,,,,,
a,p,p,r,e,c,i,a,t,e,,,,,,,,,,,,,,,,,
t,o,p,,,,,,,,,,,,,,,,,,,,,,,,
s,ə,n,m,a,ː,n,j,ə,,,,,,,,,,,,,,,,,,
s,ə,ɖ,p,a,ː,t,ə,ɭ,ə,,,,,,,,,,,,,,,,,
l,i,ː,ɖ,s,ə,,,,,,,,,,,,,,,,,,,,,
r,e,ʈ,a,ː,,,,,,,,,,,,,,,,,,,,,,
b,i,n,ə,ɕ,ə,r,t,ə,,,,,,,,,,,,,,,,,,
p,ʰ,ə,l,d,a,ː,j,i,ː,,,,,,,,,,,,,,,,,
p,r,i,j,k,ə,r,,,,,,,,,,,,,,,,,,,,
n,j,a,ː,j,j,ə,,,,,,,,,,,,,,,,,,,,
n,i,ʂ,ʈ,ʰ,a,ː,v,ə,n,t,ə,,,,,,,,,,,,,,,
d,ə,j,a,ː,ɭ,u,ː,,,,,,,,,,,,,,,,,,,
t,ʰ,ə,r,a,ː,r,ə,k,,,,,,,,,,,,,,,,,,
t,a,ː,d,͡,ʑ,e,,,,,,,,,,,,,,,,,,,,
ɡ,a,ː,ʈ,ʰ,ɳ,e,,,,,,,,,,,,,,,,,,,,
u,t,͡,ɕ,ə,l,ɳ,e,,,,,,,,,,,,,,,,,,,
a,ː,ɕ,a,ː,v,a,ː,d,,,,,,,,,,,,,,,,,,
a,ː,r,a,ː,m,a,ː,t,,,,,,,,,,,,,,,,,,
t,r,o,p,h,y,,,,,,,,,,,,,,,,,,,,,
t,r,a,c,t,i,o,n,,,,,,,,,,,,,,,,,,,
s,u,p,e,r,,,,,,,,,,,,,,,,,,,,,,
s,i,m,p,l,e,r,,,,,,,,,,,,,,,,,,,,
s,a,t,i,s,f,i,e,d,,,,,,,,,,,,,,,,,,
s,a,i,n,t,,,,,,,,,,,,,,,,,,,,,,
r,e,m,e,d,y,,,,,,,,,,,,,,,,,,,,,
r,e,c,o,m,m,e,n,d,,,,,,,,,,,,,,,,,,
r,e,a,s,o,n,a,b,l,y,,,,,,,,,,,,,,,,,
p,r,o,m,p,t,,,,,,,,,,,,,,,,,,,,,
p,r,o,f,i,c,i,e,n,t,,,,,,,,,,,,,,,,,
k,i,n,d,l,y,,,,,,,,,,,,,,,,,,,,,
i,n,t,e,g,r,a,t,e,d,,,,,,,,,,,,,,,,,
i,m,p,r,o,v,e,s,,,,,,,,,,,,,,,,,,,
d,i,v,i,n,e,,,,,,,,,,,,,,,,,,,,,
c,l,e,a,n,,,,,,,,,,,,,,,,,,,,,,
b,e,a,u,t,i,f,u,l,,,,,,,,,,,,,,,,,,
a,s,s,u,r,a,n,c,e,s,,,,,,,,,,,,,,,,,
a,p,p,r,e,c,i,a,t,e,d,,,,,,,,,,,,,,,,
a,f,f,i,n,i,t,y,,,,,,,,,,,,,,,,,,,
a,c,c,o,m,p,l,i,s,h,e,d,,,,,,,,,,,,,,,
a,c,c,l,a,i,m,,,,,,,,,,,,,,,,,,,,
ɦ,ə,ɭ,u,v,a,ː,r,,,,,,,,,,,,,,,,,,,
s,v,e,t,͡,ɕ,t,͡,ɕ,ʰ,e,n,e,,,,,,,,,,,,,,
s,m,a,ː,r,ʈ,ə,,,,,,,,,,,,,,,,,,,,
s,u,s,ə,m,b,d,d,̤,ə,,,,,,,,,,,,,,,,,
s,u,d,̤,a,ː,r,ɳ,e,,,,,,,,,,,,,,,,,,
s,ə,n,s,m,ə,r,ɳ,i,ː,j,,,,,,,,,,,,,,,,
s,ə,n,v,e,d,n,ə,k,ɕ,ə,m,,,,,,,,,,,,,,,
ɕ,r,i,ː,m,ə,n,t,i,ː,,,,,,,,,,,,,,,,,
ɕ,u,d,d,̤,ə,t,a,ː,,,,,,,,,,,,,,,,,,
ɕ,i,t,a,ː,p,ʰ,i,ː,n,e,,,,,,,,,,,,,,,,
ɕ,ə,ɦ,a,ː,ɳ,p,ə,ɳ,,,,,,,,,,,,,,,,,,
v,a,ː,d,j,a,ː,t,͡,ɕ,a,ː,,,,,,,,,,,,,,,
r,u,ː,t,͡,ɕ,i,ː,,,,,,,,,,,,,,,,,,,
m,o,ʈ,ʰ,e,p,ə,ɳ,,,,,,,,,,,,,,,,,,,
m,e,ɦ,n,ə,t,i,ː,,,,,,,,,,,,,,,,,,,
m,ə,ɦ,a,ː,p,u,r,u,ʂ,,,,,,,,,,,,,,,,,
b,̤,a,ː,ɡ,j,ə,v,a,ː,n,,,,,,,,,,,,,,,,
p,o,ɦ,ə,t,͡,ɕ,u,ː,,,,,,,,,,,,,,,,,,
n,ə,n,d,n,ə,v,ə,n,,,,,,,,,,,,,,,,,,
d,̤,i,ː,ʈ,,,,,,,,,,,,,,,,,,,,,,
d,e,k,ʰ,ɳ,a,ː,,,,,,,,,,,,,,,,,,,,
ɡ,o,ɖ,v,a,ː,,,,,,,,,,,,,,,,,,,,,
ɡ,u,n,t,l,e,l,e,,,,,,,,,,,,,,,,,,,
w,i,s,d,o,m,,,,,,,,,,,,,,,,,,,,,
u,n,i,t,y,,,,,,,,,,,,,,,,,,,,,,
s,o,p,h,i,s,t,i,c,a,t,e,d,,,,,,,,,,,,,,
p,r,e,f,e,r,a,b,l,e,,,,,,,,,,,,,,,,,
m,o,t,i,v,a,t,e,d,,,,,,,,,,,,,,,,,,
l,e,g,e,n,d,a,r,y,,,,,,,,,,,,,,,,,,
i,n,s,p,i,r,a,t,i,o,n,,,,,,,,,,,,,,,,
h,e,r,o,,,,,,,,,,,,,,,,,,,,,,,
g,r,a,n,d,,,,,,,,,,,,,,,,,,,,,,
f,l,e,x,i,b,l,e,,,,,,,,,,,,,,,,,,,
f,a,v,o,r,,,,,,,,,,,,,,,,,,,,,,
e,n,j,o,y,e,d,,,,,,,,,,,,,,,,,,,,
e,n,d,o,r,s,e,m,e,n,t,,,,,,,,,,,,,,,,
e,m,p,a,t,h,y,,,,,,,,,,,,,,,,,,,,
c,o,u,r,a,g,e,,,,,,,,,,,,,,,,,,,,
c,o,m,p,l,i,a,n,t,,,,,,,,,,,,,,,,,,
b,o,o,s,t,,,,,,,,,,,,,,,,,,,,,,
a,t,t,r,a,c,t,i,v,e,,,,,,,,,,,,,,,,,
s,u,r,ə,k,ɕ,i,t,p,ə,ɳ,e,,,,,,,,,,,,,,,
s,u,p,r,ə,s,i,d,̤,d,ə,,,,,,,,,,,,,,,,
s,u,d,̤,a,ː,r,i,ː,t,,,,,,,,,,,,,,,,,
